2010-08-06,11091.06,14404.15,5511.97,21842.57,18429.47,16926.17,4700.38,5571.23,22200.83,19380.82,False
2010-08-13,12236.16,13579.21,5075.2,19178.36,16914.11,15544.62,3885.01,6023.16,20503.99,16742.12,False
2010-08-20,10592.72,13260.23,5348.58,17821.71,16702.11,15412.44,4067.35,6068.12,26519.58,18042.55,False
2010-08-27,8780.64,13387.21,5115.42,16309.44,16038.14,13570.32,3389.29,5769.42,28311.76,18845.23,False
2010-09-03,9059.84,13995.39,4892.98,18005.65,19146.83,15390.52,3553.75,6516.53,19045.76,18797.69,False
2010-09-10,9199.14,12884.22,3701.66,20824.49,17349.06,17776.56,4432.69,6320.36,16086.08,18400.52,True
2010-09-17,12760.14,13783.27,3959.42,17397.01,17499.58,15862.61,4492.88,6858.67,15589.89,16773.5,False
2010-09-24,9499.36,11847.72,3775.77,18227.39,17168.59,17039.38,4601.39,7029.95,15671.19,15994.65,False
2010-10-01,10911.03,12943.86,3425.58,16481.79,20110.05,23381.38,2876.19,6695.46,18377.92,17058.26,False
2010-10-08,10294.64,12108.86,4706.6,16350.96,22254.42,19853.57,4168.36,7151.13,22280.97,18378.25,False
2010-10-15,10663.59,13215.64,4085.14,16296.65,21079.88,20443.05,5024.04,7129.53,17717.02,16713.94,False
2010-10-22,10390.81,11895.44,3853.68,15395.27,20808.34,19525.85,4291.27,5861.12,17609.38,16832.19,False
2010-10-29,13129.49,11955.77,4498.64,17598.98,20957.34,16377.46,5424.27,5464.93,19134.38,16666.41,False
2010-11-05,12562.6,14092.03,5087.02,19136.58,21850.85,23903.81,5036.99,5804.88,26416.48,18063.45,False
2010-11-12,16218.9,13837.16,4990.65,21019.7,21473.78,23698.89,4248.34,7931.19,21370.42,17690.36,False
2010-11-19,15807.45,19788.98,5275.25,24313.72,20964.18,24716.49,3507.65,6967.7,23106.93,16465.14,False
2010-11-26,32756.5,38256.98,6603.2,72635.06,24770.41,70158.86,20163.69,10593.12,33328.17,18640.46,True
2010-12-03,18661.25,17685.93,5539.2,47406.83,25685.14,36472.02,6356.96,9755.72,24834.59,18473.14,False
2010-12-10,20224.52,19587.66,7917.07,63896.89,29846.11,49517.17,6440.06,12927.02,31241.47,22154.5,False
2010-12-17,29029.83,28642.28,9210.45,96198.12,41964.81,59589.48,12078.11,20124.62,40193.56,31913.56,False
2010-12-24,48876.91,47983.72,14065.97,166697.72,63787.12,85676.09,28497.52,43995.62,62381.0,54830.17,False
2010-12-31,22366.22,21835.25,5104.15,27433.06,23820.76,32280.82,5878.25,9024.94,18054.72,24323.2,True
2011-01-07,13296.99,17744.78,4993.4,17516.16,20707.94,22699.69,1376.15,5276.25,16955.3,17391.06,False
2011-01-14,10374.82,13608.44,4923.2,10774.06,19252.31,17445.37,2355.86,3519.44,20525.34,15209.45,False
2011-01-21,12265.69,12889.88,3778.3,12657.33,18115.39,18438.07,2163.84,4671.03,17596.0,15422.84,False
2011-01-28,11293.56,11687.25,3749.14,13957.4,18374.35,22118.7,3200.68,8351.09,13915.16,16089.4,False
2011-02-04,16056.11,14051.43,5656.37,17239.86,22815.39,31280.62,3324.96,7118.97,24429.4,18525.11,False
2011-02-11,15747.17,15647.59,6388.13,21169.06,25005.25,36667.65,4542.8,12996.54,22686.25,20609.53,True
2011-02-18,19414.61,17304.81,7917.33,24549.68,24062.14,31092.62,4033.43,21488.44,23901.98,23922.06,False
2011-02-25,14125.3,15411.12,4607.7,23811.23,20803.27,23870.31,4203.87,7819.18,19336.18,18879.72,False
2011-03-04,16789.56,17281.12,5396.35,19607.4,22958.34,28902.37,3882.86,7986.75,21611.57,21571.68,False
2011-03-11,15350.18,14490.48,4876.69,20304.74,21432.21,23704.37,3928.8,6974.93,21167.35,20840.88,False
2011-03-18,14963.42,14287.28,4086.48,22751.59,21612.22,22685.69,2889.22,6549.7,19134.28,20539.39,False
2011-03-25,12382.76,14006.9,3932.66,19958.0,21433.52,18719.22,4508.3,7484.83,22776.24,20224.11,False
2011-04-01,12428.0,13136.1,3885.21,20144.71,20437.22,23598.55,3249.27,6786.52,20704.87,19189.17,False
2011-04-08,11546.48,14454.19,4548.03,21617.85,19725.93,22393.09,3340.31,6871.65,19942.92,19162.86,False
2011-04-15,8886.81,12151.4,4176.76,19955.07,18839.28,22719.82,3798.07,6227.92,20292.45,19154.69,False
2011-04-22,11210.12,12478.19,3866.11,24606.39,19960.32,21786.16,2995.07,5990.75,19716.05,19453.55,False
2011-04-29,9512.75,13429.28,4108.54,22934.42,20028.3,17503.28,4298.02,6960.72,19226.08,19268.86,False
2011-05-06,10456.91,15820.88,5672.1,19394.0,21181.28,16195.54,7213.53,9579.7,19922.66,21598.1,False
2011-05-13,10183.87,15385.02,4724.29,21344.39,20663.71,15587.78,4162.52,15230.65,21917.77,20003.0,False
2011-05-20,9191.43,13166.43,3623.54,18787.41,17960.55,15575.25,4640.76,5960.59,17367.03,20625.85,False
2011-05-27,9569.7,12746.66,3537.56,26736.85,19854.55,16613.98,5572.35,7107.44,21275.42,19408.71,False
2011-06-03,10291.31,13056.1,4158.77,38450.3,20885.95,16848.76,4021.54,5809.14,22916.25,21789.56,False
2011-06-10,9891.77,11795.34,3643.74,38569.49,20543.68,18648.73,3079.94,7260.41,21231.14,21209.8,False
2011-06-17,8667.61,12884.03,3735.04,31439.02,19190.57,17861.56,3004.81,6113.68,21482.19,20273.99,False
2011-06-24,10132.88,13580.61,3608.28,23791.78,23442.18,21695.24,3020.07,8453.01,25480.66,20247.88,False
2011-07-01,9175.14,13459.55,3750.0,23747.1,20927.08,19239.86,4047.92,6678.89,19484.78,20260.49,False
2011-07-08,9191.89,11578.97,4581.24,20691.6,21765.06,17989.45,3412.08,7014.83,19567.15,20819.37,False
2011-07-15,10956.97,11404.37,3243.28,14805.42,18346.17,18444.8,3154.33,6235.95,18171.24,18825.83,False
2011-07-22,9450.01,11681.04,3439.7,16002.3,17312.56,19331.53,3665.52,7208.69,17140.02,18212.87,False
2011-07-29,9872.47,9918.05,2978.08,16061.11,16405.74,17406.68,2839.92,5003.96,17790.7,17801.56,False
2011-08-05,9800.78,13330.04,4564.77,17388.43,20902.12,21183.42,2864.27,6170.36,20923.11,19741.45,False
2011-08-12,9227.49,12652.58,3339.78,14088.28,18091.77,21320.93,3124.83,5605.12,21142.51,17231.34,False
2011-08-19,7651.17,11724.24,4158.06,13413.8,17513.33,18643.51,3717.28,5079.24,23568.53,17501.25,False
2011-08-26,6962.22,14364.42,3735.18,12116.03,17447.29,15478.26,3296.22,3152.72,24851.96,17963.72,False
2011-09-02,11307.8,12708.18,3652.7,14564.8,18775.72,20432.91,3461.79,7591.17,18827.59,18204.34,False
2011-09-09,9968.71,13550.53,3210.79,13370.82,18293.46,19075.78,6147.43,7126.55,16403.15,16566.4,True
2011-09-16,9132.15,13166.76,2986.42,14948.27,19609.72,19386.23,3806.5,6644.95,13053.74,17763.55,False
2011-09-23,10095.51,11558.22,3343.26,14836.91,17923.58,20562.37,4718.28,8218.16,15044.0,15863.61,False
2011-09-30,8371.29,14027.83,3209.28,13908.4,18244.98,16385.37,3489.24,7406.96,16135.85,17225.81,False
2011-10-07,9866.2,12766.52,4011.5,12758.28,19497.99,30352.06,4733.74,7219.14,18327.16,19711.09,False
2011-10-14,8613.78,13440.89,3619.49,13900.54,18170.02,22917.89,4248.69,6151.7,17951.52,17898.93,False
2011-10-21,12946.24,12476.8,4093.77,24664.06,19610.25,32700.34,5111.85,6481.34,20272.49,16600.43,False
2011-10-28,11531.5,13031.03,3968.2,26827.51,19018.37,26391.79,6227.43,5137.16,19970.49,16886.0,False
2011-11-04,12682.1,13634.48,5024.72,24182.96,19833.86,31956.07,6223.03,7761.5,23869.96,19041.07,False
2011-11-11,23728.53,14903.78,4530.75,25942.35,19452.05,31002.65,3527.62,7124.84,21318.68,17593.42,False
2011-11-18,16338.81,17803.49,4334.62,21953.16,19776.44,27339.37,2640.98,4502.04,19124.1,17753.95,False
2011-11-25,30868.94,39773.89,5641.46,71151.34,21972.8,79340.15,18629.83,8978.16,31848.99,19731.84,True
2011-12-02,15958.05,18110.97,5466.91,33118.33,21205.01,32572.27,5240.63,7939.32,24682.22,20061.91,False
2011-12-09,17699.32,23852.42,6750.53,47751.41,28826.71,41782.13,6714.41,13979.39,33303.15,24204.73,False
2011-12-16,25261.76,28845.68,8445.01,69511.06,36636.58,43479.7,10022.4,17251.57,32907.32,33643.26,False
2011-12-23,45369.2,46096.24,12848.12,119302.15,58789.91,61483.82,18931.11,35301.3,51911.82,43637.95,False
2011-12-30,29051.72,25846.86,6951.19,38216.01,30132.4,34981.76,6629.6,14581.39,23757.52,26431.67,True
2012-01-06,13677.11,14585.64,4174.68,12377.76,20019.69,23105.81,3665.25,5821.95,17203.25,16758.49,False
2012-01-13,10418.11,14311.83,4008.75,9194.61,17532.05,19281.61,2460.92,5567.49,15395.96,16990.96,False
2012-01-20,9248.23,12695.7,3689.44,10189.61,16655.06,19298.42,2427.46,4809.14,13738.46,16304.6,False
2012-01-27,8142.7,12684.05,3510.94,11228.15,16034.0,21376.42,1649.4,5637.52,13690.78,16964.23,False
2012-02-03,13026.55,15583.82,5646.11,16556.71,20420.49,28307.43,3981.09,8955.94,18537.41,21408.85,False
2012-02-10,17331.87,18292.4,7755.83,21619.05,21248.19,38096.04,7338.85,13300.13,25581.44,22301.66,True
2012-02-17,18555.99,21324.12,7122.71,16849.62,22346.26,46219.96,4223.42,23676.04,25295.03,23240.95,False
2012-02-24,13506.9,18574.25,5337.27,15956.87,18049.72,30797.88,3784.06,8802.92,20374.68,21075.68,False
2012-03-02,13570.7,19412.26,5082.59,16473.91,20526.27,30642.53,6464.52,7476.75,22257.51,21324.05,False
2012-03-09,13415.73,16528.29,4735.19,17500.24,19766.69,25492.21,4183.3,7889.12,21179.12,20170.38,False
2012-03-16,12821.02,12757.86,4735.58,20690.01,25743.29,29345.72,3905.72,7162.45,19391.07,19983.27,False
2012-03-23,10829.7,12771.12,3903.39,15628.59,19431.9,25442.13,2856.83,6435.66,19261.99,17613.46,False
2012-03-30,10850.61,14690.27,4392.74,18684.0,19953.17,22392.09,4540.27,7566.56,23356.66,19312.81,False
2012-04-06,11456.71,15652.72,3976.42,27171.41,22840.12,28386.81,4764.43,8085.39,24604.49,21282.81,False
2012-04-13,9956.75,14933.13,3294.36,21302.3,19415.38,18458.33,4500.12,6572.66,20132.49,19517.58,False
2012-04-20,9182.6,13575.69,3733.04,19056.92,18275.61,16645.01,2988.96,5816.96,20768.42,19395.79,False
2012-04-27,9311.12,14904.8,3698.19,18704.53,18406.59,17170.39,3319.32,6048.64,17587.72,19540.47,False
2012-05-04,9687.39,16193.63,4880.96,22956.83,21563.76,18953.07,4658.18,7587.45,21973.08,21045.33,False
2012-05-11,7393.75,15537.79,4632.27,23036.8,20076.15,17277.63,3574.83,10476.98,21536.76,19212.14,False
2012-05-18,8229.82,16326.55,3864.86,19180.11,21132.05,17955.73,6030.81,11330.87,18435.16,19612.54,False
2012-05-25,8265.88,14186.59,3118.55,28671.98,20094.03,18625.67,5131.26,8602.53,20778.32,21830.63,False
2012-06-01,9876.01,14903.87,3788.69,31568.92,20883.43,17233.25,3249.75,6183.49,23504.62,22689.14,False
2012-06-08,9950.02,12858.85,4042.24,30052.56,20121.63,24752.99,4888.46,7430.02,23792.73,23980.23,False
2012-06-15,9353.12,14117.36,3575.94,26249.22,20006.9,21376.63,4087.58,5169.85,24836.02,20497.56,False
2012-06-22,10200.28,13158.38,3229.2,24777.12,20450.16,24337.24,4870.31,7402.76,26200.55,20200.75,False
2012-06-29,9377.05,16958.84,3898.01,24077.39,20698.18,20233.9,4774.5,5446.58,23036.0,20492.7,False
2012-07-06,10013.75,19019.04,3925.61,27364.96,20764.05,19684.48,2828.03,7565.11,22965.73,22048.67,False
2012-07-13,9348.48,14332.72,3716.03,18427.17,19445.79,18089.61,2776.97,6001.11,18326.49,17813.17,False
2012-07-20,9626.94,12083.33,3707.9,16528.1,20460.8,17896.46,3496.53,4066.82,18400.73,18376.23,False
2012-07-27,8744.35,12706.52,3356.82,17171.35,20126.49,14105.4,2545.65,6288.58,18105.68,17318.91,False
2012-08-03,9556.52,13423.3,4145.19,16916.29,20729.31,17615.28,3412.58,6862.94,22566.41,20254.83,False
2012-08-10,7861.01,12434.69,4162.46,16552.49,18532.35,18232.46,-139.65,5796.95,21599.34,17599.96,False
2012-08-17,7462.78,12419.06,4208.19,16256.91,18563.27,15440.65,2725.3,6459.89,21808.81,18300.93,False
2012-08-24,7482.47,11041.63,3966.86,15159.94,19415.99,22446.23,2626.5,5772.47,25618.62,17691.64,False
2012-08-31,10045.55,12912.96,4183.85,15802.09,20745.26,18615.76,2987.07,6649.79,23361.12,18039.38,False
2012-09-07,8140.64,13711.08,3268.08,16941.42,20542.29,18236.15,2576.64,6857.35,17406.85,19145.58,True
2012-09-14,7408.83,11596.1,3418.62,15525.82,19937.48,19369.52,3073.31,5000.5,14172.52,17207.35,False
2012-09-21,10502.56,12193.8,3683.28,22542.44,19511.41,25798.78,4159.51,5375.99,15702.02,17162.62,False
2012-09-28,9595.03,12037.66,3515.91,22343.24,18084.61,22560.39,3168.68,3909.44,14731.92,16773.28,False
2012-10-05,12244.21,14381.21,4288.34,22071.39,20292.96,25508.81,3843.29,5852.15,19478.62,18795.49,False
2012-10-12,11695.12,11450.64,3465.18,20212.71,21963.11,20920.03,3788.59,5238.49,21024.28,16291.79,False
2012-10-19,9438.28,12035.51,3739.1,21937.45,20132.76,20413.83,3496.69,6241.78,17191.96,16784.5,False
2012-10-26,10200.84,11150.0,4077.2,21449.85,19702.26,25846.94,4032.5,5918.47,21460.58,17950.88,False
